timestamp,sine.amplitude / ,sine.freqHz / Hz,sine.phase / rad,sine.offset / ,sine.startTime / s
2001-01-01 00:02:44,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:45,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:46,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:47,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:48,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:49,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:50,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:51,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:52,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:53,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:54,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:55,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:56,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:57,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:58,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:02:59,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:00,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:01,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:02,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:03,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:04,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:05,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:06,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:07,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:08,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:09,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:10,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:11,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:12,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:13,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:14,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:15,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:16,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:17,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:18,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:19,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:20,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:21,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:22,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:23,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:24,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:25,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:26,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:27,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:28,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:29,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:30,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:31,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:32,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:33,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:34,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:35,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:36,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:37,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:38,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:39,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:40,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:41,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:42,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:43,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:44,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:45,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:46,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:47,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:48,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:49,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:50,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:51,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:52,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:53,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:54,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:55,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:56,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:57,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:58,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:03:59,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:00,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:01,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:02,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:03,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:04,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:05,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:06,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:07,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:08,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:09,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:10,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:11,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:12,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:13,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:14,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:15,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:16,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:17,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:18,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:19,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:20,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:21,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:22,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:23,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:24,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:25,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:26,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:27,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:28,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:29,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:30,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:31,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:32,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:33,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:34,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:35,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:36,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:37,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:38,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:39,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:40,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:41,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:42,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:43,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:44,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:45,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:46,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:47,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:48,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:49,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:50,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:51,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:52,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:53,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:54,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:55,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:56,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:57,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:58,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:04:59,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:00,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:01,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:02,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:03,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:04,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:05,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:06,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:07,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:08,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:09,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:10,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:11,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:12,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:13,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:14,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:15,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:16,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:17,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:18,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:19,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:20,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:21,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:22,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:23,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:24,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:25,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:26,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:27,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:28,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:29,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:30,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:31,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:32,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:33,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:34,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:35,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:36,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:37,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:38,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:39,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:40,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:41,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:42,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:43,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:44,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:45,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:46,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:47,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:48,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:49,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:50,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:51,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:52,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:53,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:54,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:55,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:56,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:57,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:58,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:05:59,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:00,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:01,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:02,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:03,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:04,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:05,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:06,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:07,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:08,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:09,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:10,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:11,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:12,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:13,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:14,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:15,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:16,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:17,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:18,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:19,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:20,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:21,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:22,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:23,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:24,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:25,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:26,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:27,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:28,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:29,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:30,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:31,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:32,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:33,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:34,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:35,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:36,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:37,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:38,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:39,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:40,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:41,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:42,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:43,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:44,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:45,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:46,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:47,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:48,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:49,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:50,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:51,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:52,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:53,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:54,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:55,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:56,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:57,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:58,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:06:59,1.0,0.001,0.0,0.0,0.0
2001-01-01 00:07:00,1.0,0.001,0.0,0.0,0.0
