Variables,measured_T
2019-12-21 14:11:50,306.1345335805573
2019-12-21 14:11:51,305.5065289628682
2019-12-21 14:11:52,305.4887214002571
2019-12-21 14:11:53,304.99059402761134
2019-12-21 14:11:54,305.5349313353262
2019-12-21 14:11:55,305.01525824979814
2019-12-21 14:11:56,304.6491912844592
2019-12-21 14:11:57,304.98166683044553
2019-12-21 14:11:58,305.41488460324354
2019-12-21 14:11:59,306.13233789247505
2019-12-21 14:12:00,304.7727919857337
2019-12-21 14:12:01,306.0057092987454
2019-12-21 14:12:02,305.27234632714845
2019-12-21 14:12:03,305.99435888862223
2019-12-21 14:12:04,304.75590235011964
2019-12-21 14:12:05,305.43974742527803
2019-12-21 14:12:06,305.6144319252423
2019-12-21 14:12:07,305.32812333895026
2019-12-21 14:12:08,305.928907293873
2019-12-21 14:12:09,305.7089840454563
2019-12-21 14:12:10,305.7051595788529
2019-12-21 14:12:11,305.9894798284626
2019-12-21 14:12:12,305.7237575555493
2019-12-21 14:12:13,305.0562670411948
2019-12-21 14:12:14,306.0414364087241
2019-12-21 14:12:15,306.157508628123
2019-12-21 14:12:16,305.85754884447437
2019-12-21 14:12:17,305.6620088686315
2019-12-21 14:12:18,305.93800970876026
2019-12-21 14:12:19,305.19423245541736
2019-12-21 14:12:20,305.71576795631154
2019-12-21 14:12:21,305.1472948098115
2019-12-21 14:12:22,305.65514887412644
2019-12-21 14:12:23,306.10436917494496
2019-12-21 14:12:24,306.01272540652224
2019-12-21 14:12:25,305.8865397742194
2019-12-21 14:12:26,305.0840313558313
2019-12-21 14:12:27,305.489033108707
2019-12-21 14:12:28,305.9036180702699
2019-12-21 14:12:29,305.38892326753523
2019-12-21 14:12:30,305.9311509839771
2019-12-21 14:12:31,306.1243272384634
2019-12-21 14:12:32,305.0578966684895
2019-12-21 14:12:33,305.43081695436234
2019-12-21 14:12:34,305.7198475811719
2019-12-21 14:12:35,304.7800141673055
2019-12-21 14:12:36,306.11366350238427
2019-12-21 14:12:37,305.1216219652533
2019-12-21 14:12:38,305.56870175542065
2019-12-21 14:12:39,305.88841629764465
2019-12-21 14:12:40,305.00700880608423
2019-12-21 14:12:41,306.14828476684335
2019-12-21 14:12:42,305.6380076496624
2019-12-21 14:12:43,305.0822466802329
2019-12-21 14:12:44,305.4400103052151
2019-12-21 14:12:45,304.92253264759853
2019-12-21 14:12:46,306.1936016045982
2019-12-21 14:12:47,306.1760618148234
2019-12-21 14:12:48,305.6590360231131
2019-12-21 14:12:49,305.78099631620137
2019-12-21 14:12:50,305.95885030051056
2019-12-21 14:12:51,305.22848830953535
2019-12-21 14:12:52,304.8344135809916
2019-12-21 14:12:53,306.0979322111398
2019-12-21 14:12:54,306.0310417997092
2019-12-21 14:12:55,305.39310085466656
2019-12-21 14:12:56,305.87933448188886
2019-12-21 14:12:57,305.964646015407
2019-12-21 14:12:58,304.9505105163124
2019-12-21 14:12:59,305.78715670613934
2019-12-21 14:13:00,304.8677531677985
2019-12-21 14:13:01,306.1738009888338
2019-12-21 14:13:02,305.97619088857243
2019-12-21 14:13:03,305.5762848716734
2019-12-21 14:13:04,304.8717715486137
2019-12-21 14:13:05,305.0133816232676
2019-12-21 14:13:06,306.1556730629086
2019-12-21 14:13:07,305.1290215124636
2019-12-21 14:13:08,305.2447559093043
2019-12-21 14:13:09,306.04519141115685
2019-12-21 14:13:10,304.8553433890994
2019-12-21 14:13:11,305.39756405953136
2019-12-21 14:13:12,305.56401603254227
2019-12-21 14:13:13,305.9543745696646
2019-12-21 14:13:14,306.1184069384361
2019-12-21 14:13:15,304.89394305900487
2019-12-21 14:13:16,305.2244078404566
2019-12-21 14:13:17,305.67070281339375
2019-12-21 14:13:18,305.7278937886472
2019-12-21 14:13:19,305.32055205433727
2019-12-21 14:13:20,305.28448771516037
2019-12-21 14:13:21,305.2039498646134
2019-12-21 14:13:22,305.7283520670479
2019-12-21 14:13:23,305.22509097861524
2019-12-21 14:13:24,304.85276572697694
2019-12-21 14:13:25,304.86405982943126
2019-12-21 14:13:26,305.10211704637953
2019-12-21 14:13:27,306.1252098209784
2019-12-21 14:13:28,305.00533773050967
2019-12-21 14:13:29,305.4847934323777
2019-12-21 14:13:30,305.28794990502996
2019-12-21 14:13:31,306.1753426531183
2019-12-21 14:13:32,305.92254539995514
2019-12-21 14:13:33,304.9360210133255
2019-12-21 14:13:34,305.61782008716733
2019-12-21 14:13:35,304.8692184630171
2019-12-21 14:13:36,305.67426170835523
2019-12-21 14:13:37,305.4079240056484
2019-12-21 14:13:38,306.2507544647438
2019-12-21 14:13:39,305.39822478692395
2019-12-21 14:13:40,304.892949015191
2019-12-21 14:13:41,306.1350610494262
2019-12-21 14:13:42,305.92731783291276
2019-12-21 14:13:43,305.85925012962986
2019-12-21 14:13:44,305.36321837730475
2019-12-21 14:13:45,305.0499427547222
2019-12-21 14:13:46,304.8043048572619
2019-12-21 14:13:47,305.668429371274
2019-12-21 14:13:48,304.863441371175
2019-12-21 14:13:49,306.05211262738726
2019-12-21 14:13:50,305.02812497774
2019-12-21 14:13:51,305.2219662582848
2019-12-21 14:13:52,305.59705232707375
2019-12-21 14:13:53,305.80843240898
2019-12-21 14:13:54,305.3538455005816
2019-12-21 14:13:55,306.0998211956712
2019-12-21 14:13:56,305.77147712383356
2019-12-21 14:13:57,305.1405473935806
2019-12-21 14:13:58,306.0401441848418
2019-12-21 14:13:59,305.50879663966185
2019-12-21 14:14:00,304.97076466092966
2019-12-21 14:14:01,305.1822076902816
2019-12-21 14:14:02,305.66976486931816
2019-12-21 14:14:03,304.90239544871287
2019-12-21 14:14:04,305.3346401234571
2019-12-21 14:14:05,305.02087835524344
2019-12-21 14:14:06,304.9759686957213
2019-12-21 14:14:07,305.0667274268639
2019-12-21 14:14:08,305.76746959261203
2019-12-21 14:14:09,305.4911717885658
2019-12-21 14:14:10,305.72714806938484
2019-12-21 14:14:11,305.69752175138126
2019-12-21 14:14:12,306.163274184134
2019-12-21 14:14:13,306.04070218096706
2019-12-21 14:14:14,306.0791926672688
2019-12-21 14:14:15,305.5162772375205
2019-12-21 14:14:16,305.40240301097697
2019-12-21 14:14:17,305.273322570926
2019-12-21 14:14:18,304.8140619171259
2019-12-21 14:14:19,305.0332309121361
2019-12-21 14:14:20,305.3115649565795
2019-12-21 14:14:21,306.06853081121005
2019-12-21 14:14:22,305.27446343495313
2019-12-21 14:14:23,305.9359493571829
2019-12-21 14:14:24,306.08223584868483
2019-12-21 14:14:25,305.71262032601965
2019-12-21 14:14:26,305.51354536571864
2019-12-21 14:14:27,305.33101900605413
2019-12-21 14:14:28,305.95237197480213
2019-12-21 14:14:29,305.4572661910207
2019-12-21 14:14:30,305.619545377759
2019-12-21 14:14:31,306.04490257613145
2019-12-21 14:14:32,305.8629378371323
2019-12-21 14:14:33,305.5310493925821
2019-12-21 14:14:34,305.956478563375
2019-12-21 14:14:35,304.9330340636543
2019-12-21 14:14:36,306.0911867913694
2019-12-21 14:14:37,305.5136839966871
2019-12-21 14:14:38,305.0714917866993
2019-12-21 14:14:39,305.2122782074405
2019-12-21 14:14:40,305.31519992862025
2019-12-21 14:14:41,306.11706672281724
2019-12-21 14:14:42,306.10908444258285
2019-12-21 14:14:43,306.208574949245
2019-12-21 14:14:44,305.28607075262516
2019-12-21 14:14:45,305.672702175825
2019-12-21 14:14:46,305.42710137463433
2019-12-21 14:14:47,304.95165885307074
2019-12-21 14:14:48,304.9953647119997
2019-12-21 14:14:49,305.78074343847095
2019-12-21 14:14:50,305.0874477247001
2019-12-21 14:14:51,305.5677725743397
2019-12-21 14:14:52,306.2388127659128
2019-12-21 14:14:53,306.0370886793103
2019-12-21 14:14:54,304.7835824804938
2019-12-21 14:14:55,305.14365924667595
2019-12-21 14:14:56,306.2390270981507
2019-12-21 14:14:57,305.6520024681501
2019-12-21 14:14:58,305.2218047367697
2019-12-21 14:14:59,305.5543679280938
2019-12-21 14:15:00,305.6948245418131
2019-12-21 14:15:01,305.1833309803902
2019-12-21 14:15:02,306.1354961230206
2019-12-21 14:15:03,305.84926111685627
2019-12-21 14:15:04,304.81324320832704
2019-12-21 14:15:05,305.0175478794901
2019-12-21 14:15:06,306.2187563653119
2019-12-21 14:15:07,305.80667270282606
2019-12-21 14:15:08,306.02933779484385
2019-12-21 14:15:09,304.92543245576826
2019-12-21 14:15:10,306.22544216319466
2019-12-21 14:15:11,305.1035047223453
2019-12-21 14:15:12,305.50180472631405
2019-12-21 14:15:13,305.200735775793
2019-12-21 14:15:14,305.63570491217155
2019-12-21 14:15:15,306.1140574662219
2019-12-21 14:15:16,305.0077209907425
2019-12-21 14:15:17,305.05384742857626
2019-12-21 14:15:18,306.1758410453683
2019-12-21 14:15:19,305.31423372610544
2019-12-21 14:15:20,305.6401887317538
2019-12-21 14:15:21,305.6347378050091
2019-12-21 14:15:22,305.5533177066626
2019-12-21 14:15:23,305.6215663311181
2019-12-21 14:15:24,306.24639598167585
2019-12-21 14:15:25,305.48376557862605
2019-12-21 14:15:26,305.1355199865978
2019-12-21 14:15:27,305.10190192668983
2019-12-21 14:15:28,305.7857087295981
2019-12-21 14:15:29,305.2350723896844
2019-12-21 14:15:30,306.03355549036024
2019-12-21 14:15:31,305.26578313854225
2019-12-21 14:15:32,305.3494541672666
2019-12-21 14:15:33,305.1945502946524
2019-12-21 14:15:34,305.12457372269114
2019-12-21 14:15:35,305.6167652832049
2019-12-21 14:15:36,306.1200713340866
2019-12-21 14:15:37,305.07468595356596
2019-12-21 14:15:38,304.8461423439668
2019-12-21 14:15:39,305.16986506550967
2019-12-21 14:15:40,305.8671934402582
2019-12-21 14:15:41,305.0711682718815
2019-12-21 14:15:42,305.61691586217205
2019-12-21 14:15:43,305.69841870847273
2019-12-21 14:15:44,305.88598841795886
2019-12-21 14:15:45,305.32942878740863
2019-12-21 14:15:46,306.1421985158339
2019-12-21 14:15:47,305.0633906455628
2019-12-21 14:15:48,305.10797956745535
2019-12-21 14:15:49,305.6877529603544
2019-12-21 14:15:50,306.2450212199163
2019-12-21 14:15:51,306.05920596312507
2019-12-21 14:15:52,304.82703055517186
2019-12-21 14:15:53,306.14925757935526
2019-12-21 14:15:54,305.4709824473659
2019-12-21 14:15:55,305.17170622579965
2019-12-21 14:15:56,306.1954369834841
2019-12-21 14:15:57,305.7439934805933
2019-12-21 14:15:58,305.114112614777
2019-12-21 14:15:59,305.96963192899125
2019-12-21 14:16:00,305.30852072886415
2019-12-21 14:16:01,305.7868744476664
2019-12-21 14:16:02,304.76300047719405
2019-12-21 14:16:03,305.4073897154619
2019-12-21 14:16:04,305.5468095818344
2019-12-21 14:16:05,306.0860095444336
2019-12-21 14:16:06,305.5811876053513
2019-12-21 14:16:07,305.5636947933247
2019-12-21 14:16:08,305.6823871048444
2019-12-21 14:16:09,306.2529072479504
2019-12-21 14:16:10,306.07116445896196
2019-12-21 14:16:11,304.8335663417999
2019-12-21 14:16:12,305.8192714825899
2019-12-21 14:16:13,306.1136247189975
2019-12-21 14:16:14,305.1423647050056
2019-12-21 14:16:15,304.9587377958855
2019-12-21 14:16:16,305.96001485590136
2019-12-21 14:16:17,305.8387768650524
2019-12-21 14:16:18,305.43890343229486
2019-12-21 14:16:19,305.8382328205792
2019-12-21 14:16:20,304.9957855924431
2019-12-21 14:16:21,304.80100639750844
2019-12-21 14:16:22,306.1071307865945
2019-12-21 14:16:23,305.57963212395566
2019-12-21 14:16:24,305.61148922517646
2019-12-21 14:16:25,305.5816099793097
2019-12-21 14:16:26,305.6659112292233
2019-12-21 14:16:27,305.5700859905186
2019-12-21 14:16:28,305.0541478817121
2019-12-21 14:16:29,305.8563399888979
2019-12-21 14:16:30,305.34301283431506
2019-12-21 14:16:31,304.96618215179075
2019-12-21 14:16:32,306.03333282907766
2019-12-21 14:16:33,305.7776367380834
2019-12-21 14:16:34,304.8854005574434
2019-12-21 14:16:35,305.04608845246645
2019-12-21 14:16:36,306.1512008603744
2019-12-21 14:16:37,305.6890976423335
2019-12-21 14:16:38,305.7433905074429
2019-12-21 14:16:39,305.8885881514101
2019-12-21 14:16:40,305.20467900300747
2019-12-21 14:16:41,304.8143797039851
2019-12-21 14:16:42,305.9606367675188
2019-12-21 14:16:43,305.04879135532724
2019-12-21 14:16:43,305.89673735623927
2019-12-21 14:16:44,306.44168634079904
2019-12-21 14:16:45,307.46803955774135
2019-12-21 14:16:46,307.71473992257023
2019-12-21 14:16:47,308.22776894458815
2019-12-21 14:16:48,308.7323524685603
2019-12-21 14:16:49,308.1047648367761
2019-12-21 14:16:50,308.790957139074
2019-12-21 14:16:51,307.9122868647547
2019-12-21 14:16:52,307.93269985580525
2019-12-21 14:16:53,308.35736453268004
2019-12-21 14:16:54,308.07785521978275
2019-12-21 14:16:55,308.8174640619811
2019-12-21 14:16:56,308.00347642238984
2019-12-21 14:16:57,307.97513834467935
2019-12-21 14:16:58,309.02088797300394
2019-12-21 14:16:59,308.65050661939773
2019-12-21 14:17:00,308.33898289229387
2019-12-21 14:17:01,309.1039514857626
2019-12-21 14:17:02,308.6069197047448
2019-12-21 14:17:03,308.69688640290167
2019-12-21 14:17:04,308.58402291484697
2019-12-21 14:17:05,309.20508578926416
2019-12-21 14:17:06,308.90880642841034
2019-12-21 14:17:07,308.0315984251435
2019-12-21 14:17:08,308.6810797310113
2019-12-21 14:17:09,308.0192202316692
2019-12-21 14:17:10,308.04878397668443
2019-12-21 14:17:11,308.63285025563374
2019-12-21 14:17:12,308.5623203896433
2019-12-21 14:17:13,309.21780831738425
2019-12-21 14:17:14,308.8290511934375
2019-12-21 14:17:15,308.33170999638713
2019-12-21 14:17:16,309.2965895624861
2019-12-21 14:17:17,307.855991754273
2019-12-21 14:17:18,309.16177755017355
2019-12-21 14:17:19,308.18834050230384
2019-12-21 14:17:20,308.918179750998
2019-12-21 14:17:21,308.42970244191997
2019-12-21 14:17:22,308.3666790710627
2019-12-21 14:17:23,309.05054851277174
2019-12-21 14:17:24,308.58089259651496
2019-12-21 14:17:25,308.8098517573822
2019-12-21 14:17:26,308.19987786135573
2019-12-21 14:17:27,308.4193790263145
2019-12-21 14:17:28,308.0469471903924
2019-12-21 14:17:29,309.05196756178964
2019-12-21 14:17:30,308.71694390048657
2019-12-21 14:17:31,308.4995120326783
2019-12-21 14:17:32,309.0711774350468
2019-12-21 14:17:33,308.83252152960586
2019-12-21 14:17:34,308.083781033259
2019-12-21 14:17:35,309.1926947325019
2019-12-21 14:17:36,308.97254424735047
2019-12-21 14:17:37,308.8474046745546
2019-12-21 14:17:38,307.9149254156499
2019-12-21 14:17:39,308.14994098659827
2019-12-21 14:17:40,307.97953272386223
2019-12-21 14:17:41,308.12407324955836
2019-12-21 14:17:42,308.1966418337067
2019-12-21 14:17:43,308.35570721671525
2019-12-21 14:17:44,307.903831747313
2019-12-21 14:17:45,307.8297819852188
2019-12-21 14:17:46,308.408634612817
2019-12-21 14:17:47,307.86278172748996
2019-12-21 14:17:48,308.6819094762417
2019-12-21 14:17:49,308.301216342656
2019-12-21 14:17:50,308.7735213391669
2019-12-21 14:17:51,308.44143738378983
2019-12-21 14:17:52,308.7560261232296
2019-12-21 14:17:53,307.80983017285496
2019-12-21 14:17:54,308.9004757650097
2019-12-21 14:17:55,309.3006551811501
2019-12-21 14:17:56,309.07969860205833
2019-12-21 14:17:57,308.67690227704816
2019-12-21 14:17:58,309.0298563139725
2019-12-21 14:17:59,307.79292708812693
2019-12-21 14:18:00,309.1752413496875
2019-12-21 14:18:01,307.9318339712385
2019-12-21 14:18:02,309.23314681803015
2019-12-21 14:18:03,308.79265210786156
2019-12-21 14:18:04,308.8165025078178
2019-12-21 14:18:05,309.211069701189
2019-12-21 14:18:06,308.37655065005333
2019-12-21 14:18:07,309.26879927748917
2019-12-21 14:18:08,308.49525027474425
2019-12-21 14:18:09,308.1510307434349
2019-12-21 14:18:10,308.1005365435582
2019-12-21 14:18:11,309.0377379868965
2019-12-21 14:18:12,308.16536816400594
2019-12-21 14:18:13,307.81509267568316
2019-12-21 14:18:14,307.8168766616605
2019-12-21 14:18:15,308.86803562730427
2019-12-21 14:18:16,308.22920976917493
2019-12-21 14:18:17,308.1626387992361
2019-12-21 14:18:18,308.17405584931174
2019-12-21 14:18:19,308.9689672775671
2019-12-21 14:18:20,309.1954444334344
2019-12-21 14:18:21,309.30881887397646
2019-12-21 14:18:22,307.9567730567609
2019-12-21 14:18:23,308.1783031212062
2019-12-21 14:18:24,308.7999549055741
2019-12-21 14:18:25,308.5425500820992
2019-12-21 14:18:26,308.65993219536915
2019-12-21 14:18:27,308.00482233577065
2019-12-21 14:18:28,309.29823537469014
2019-12-21 14:18:29,307.861218940697
2019-12-21 14:18:30,308.96737602880967
2019-12-21 14:18:31,309.2717854509635
2019-12-21 14:18:32,307.833885073507
2019-12-21 14:18:33,308.09741063446023
2019-12-21 14:18:34,309.0277699864383
2019-12-21 14:18:35,308.8287096355004
2019-12-21 14:18:36,308.62491556038316
2019-12-21 14:18:37,308.604181493257
2019-12-21 14:18:38,308.01902437368483
2019-12-21 14:18:39,307.8882550882295
2019-12-21 14:18:40,309.2003713811775
2019-12-21 14:18:41,309.18533169817135
2019-12-21 14:18:42,308.2866369244713
2019-12-21 14:18:43,307.7816778312055
2019-12-21 14:18:44,309.27547822566663
2019-12-21 14:18:45,307.9710543922701
2019-12-21 14:18:46,309.2615146008553
2019-12-21 14:18:47,308.14475104942505
2019-12-21 14:18:48,307.95553252829984
2019-12-21 14:18:49,308.1491979857861
2019-12-21 14:18:50,309.1680174663526
2019-12-21 14:18:51,308.9547075891384
2019-12-21 14:18:52,307.9352800798182
2019-12-21 14:18:53,309.0850739459344
2019-12-21 14:18:54,308.27986873822294
2019-12-21 14:18:55,308.6862829915022
2019-12-21 14:18:56,308.2420639747773
2019-12-21 14:18:57,308.413967766531
2019-12-21 14:18:58,307.97277883588595
2019-12-21 14:18:59,307.9372815258949
2019-12-21 14:19:00,308.3792658397599
2019-12-21 14:19:01,309.07619870587195
2019-12-21 14:19:02,308.96777887266535
2019-12-21 14:19:03,307.9927336141751
2019-12-21 14:19:04,308.82079364203196
2019-12-21 14:19:05,308.30168593901044
2019-12-21 14:19:06,307.86979234695855
2019-12-21 14:19:07,308.14803320151543
2019-12-21 14:19:08,308.5600779880971
2019-12-21 14:19:09,307.8406742313826
2019-12-21 14:19:10,308.03814320661286
2019-12-21 14:19:11,308.4459968127728
2019-12-21 14:19:12,308.01966373805544
2019-12-21 14:19:13,308.11965020541857
2019-12-21 14:19:14,309.1760142451182
2019-12-21 14:19:15,308.4434840870226
2019-12-21 14:19:16,309.0383140336512
2019-12-21 14:19:17,307.89397828798957
2019-12-21 14:19:18,308.5963446263925
2019-12-21 14:19:19,308.7746511177886
2019-12-21 14:19:20,308.93892349836693
2019-12-21 14:19:21,307.81292054242033
2019-12-21 14:19:22,309.1392876859545
2019-12-21 14:19:23,309.17154480146667
2019-12-21 14:19:24,308.1071742703731
2019-12-21 14:19:25,308.74922927734474
2019-12-21 14:19:26,308.9458878618907
2019-12-21 14:19:27,309.2071603807448
2019-12-21 14:19:28,308.47474326647966
2019-12-21 14:19:29,308.1238233998959
2019-12-21 14:19:30,309.05842783659017
2019-12-21 14:19:31,309.2016917531128
2019-12-21 14:19:32,308.56074018399147
2019-12-21 14:19:33,308.19025277287705
2019-12-21 14:19:34,308.7289596528666
2019-12-21 14:19:35,308.51329224846137
2019-12-21 14:19:36,307.957623991607
2019-12-21 14:19:37,309.249964992821
2019-12-21 14:19:38,309.12191684892866
2019-12-21 14:19:39,307.8747762718006
2019-12-21 14:19:40,308.80444142800366
2019-12-21 14:19:41,309.12302629603806
2019-12-21 14:19:42,309.2703904955963
2019-12-21 14:19:43,308.0670966761906
2019-12-21 14:19:44,308.79674648779957
2019-12-21 14:19:45,308.0674963029573
2019-12-21 14:19:46,308.5360872657363
2019-12-21 14:19:47,307.869521756266
2019-12-21 14:19:48,309.18250283237876
2019-12-21 14:19:49,308.82356288213884
2019-12-21 14:19:50,308.89931406655546
2019-12-21 14:19:51,308.67625562653086
2019-12-21 14:19:52,308.4475332352095
2019-12-21 14:19:53,308.92191144982536
2019-12-21 14:19:54,307.8305129945315
2019-12-21 14:19:55,308.7426826001584
2019-12-21 14:19:56,309.2010710712745
2019-12-21 14:19:57,308.1163047547375
2019-12-21 14:19:58,308.1274819434163
2019-12-21 14:19:59,308.9938291922623
2019-12-21 14:20:00,307.97968198474905
2019-12-21 14:20:01,308.69127281978206
2019-12-21 14:20:02,308.39195983312027
2019-12-21 14:20:03,308.6761332714233
2019-12-21 14:20:04,308.65300857037664
2019-12-21 14:20:05,308.15432645532195
2019-12-21 14:20:06,308.5432815165096
2019-12-21 14:20:07,307.8449642936248
2019-12-21 14:20:08,308.5543778554261
2019-12-21 14:20:09,308.93857042758236
2019-12-21 14:20:10,308.5039003504409
2019-12-21 14:20:11,309.17638942158794
2019-12-21 14:20:12,308.63700449162576
2019-12-21 14:20:13,308.32170625537873
2019-12-21 14:20:14,309.29810997397686
2019-12-21 14:20:15,308.51090554444954
2019-12-21 14:20:16,309.08704691438635
2019-12-21 14:20:17,308.20010864438393
2019-12-21 14:20:18,308.0355904922375
2019-12-21 14:20:19,309.22932161228977
2019-12-21 14:20:20,308.4040325546523
2019-12-21 14:20:21,308.68369209223863
2019-12-21 14:20:22,308.57306879243
2019-12-21 14:20:23,308.2154293831966
2019-12-21 14:20:24,308.31368476188294
2019-12-21 14:20:25,308.5575345924818
2019-12-21 14:20:26,309.14012904669374
2019-12-21 14:20:27,308.9343137283804
2019-12-21 14:20:28,309.2773873235287
2019-12-21 14:20:29,309.134930917098
2019-12-21 14:20:30,308.063385168554
2019-12-21 14:20:31,307.98282050152216
2019-12-21 14:20:32,308.72159662137403
2019-12-21 14:20:33,309.13852300337953
2019-12-21 14:20:34,308.1282142604852
2019-12-21 14:20:35,309.00962814881024
2019-12-21 14:20:36,308.40146518006657
2019-12-21 14:20:37,308.53918155492784
2019-12-21 14:20:38,309.1737212845426
2019-12-21 14:20:39,308.3490978179736
2019-12-21 14:20:40,309.1356890714383
2019-12-21 14:20:41,309.02090283914475
2019-12-21 14:20:42,308.1835453153503
2019-12-21 14:20:43,309.1146768272438
2019-12-21 14:20:44,308.48638872979166
2019-12-21 14:20:45,308.53130277255013
2019-12-21 14:20:46,308.90512488728865
2019-12-21 14:20:47,309.0691581413778
2019-12-21 14:20:48,307.97713005508757
2019-12-21 14:20:49,308.856449234176
2019-12-21 14:20:50,308.3343582945481
2019-12-21 14:20:51,308.1085921301594
2019-12-21 14:20:52,307.9393961014528
2019-12-21 14:20:53,309.21492720054806
2019-12-21 14:20:54,308.7475308842302
2019-12-21 14:20:55,308.9317472924354
2019-12-21 14:20:56,308.17293721786746
2019-12-21 14:20:57,307.8441680724534
2019-12-21 14:20:58,308.2994221272793
2019-12-21 14:20:59,308.4280313983112
2019-12-21 14:21:00,308.09660130402807
2019-12-21 14:21:01,308.69069819661553
2019-12-21 14:21:02,308.50715698137026
2019-12-21 14:21:03,308.7806225266736
2019-12-21 14:21:04,309.0870248824353
2019-12-21 14:21:05,308.11917129524693
2019-12-21 14:21:06,308.3058096022825
2019-12-21 14:21:07,309.0576272389888
2019-12-21 14:21:08,308.826262873113
